Title,Link,client name,Type,Budget,Category,Date Posted
Kawkab Arts-Art Supplies Sheet Cleanup,https://www.freelanceyard.com/en/jobs/kawkab-arts-art-supplies-sheet-cleanup,Code Nest ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
PureGlow-Skincare Catalog Standardization,https://www.freelanceyard.com/en/jobs/pureglow-skincare-catalog-standardization,Code Nest ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
ElectraTech-Electronics Product Data Cleanup,https://www.freelanceyard.com/en/jobs/electratech-electronics-product-data-cleanup,Code Nest ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
Book Wishlist,https://www.freelanceyard.com/en/jobs/book-wishlist,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
Movie Watchlist,https://www.freelanceyard.com/en/jobs/movie-watchlist,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
Mat3amly – Vendor Menu Cleanup for App Integration,https://www.freelanceyard.com/en/jobs/mat3amly-vendor-menu-cleanup-for-app-integration,Code Nest ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
Book Catalog,https://www.freelanceyard.com/en/jobs/book-catalog,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
ElRayan Furniture-Furniture Catalog Cleanup,https://www.freelanceyard.com/en/jobs/elrayan-furniture-furniture-catalog-cleanup,Code Nest ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
Inventory Manager,https://www.freelanceyard.com/en/jobs/inventory-manager,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
Camera Gear Inventory Cleanup,https://www.freelanceyard.com/en/jobs/camera-gear-inventory-cleanup,Code Nest ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
Dar Waraq – Handmade Furniture Catalog Cleanup,https://www.freelanceyard.com/en/jobs/dar-waraq-handmade-furniture-catalog-cleanup,Code Nest ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
STRKST Apparel Inventory Cleanup,https://www.freelanceyard.com/en/jobs/strkst-apparel-inventory-cleanup,Code Nest ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
PawMart Store Customer Cleanup,https://www.freelanceyard.com/en/jobs/pawmart-store-customer-cleanup,Code Nest ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
Toy Store Catalog Formatting,https://www.freelanceyard.com/en/jobs/toy-store-catalog-formatting,Code Nest ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
Tiba Fine Foods-Gourmet Product Sheet Cleanup,https://www.freelanceyard.com/en/jobs/tiba-fine-foods-gourmet-product-sheet-cleanup,Code Nest ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
Office Stationery Catalog Cleanup,https://www.freelanceyard.com/en/jobs/office-stationery-catalog-cleanup,Code Nest ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
AgriMach Catalog Cleanup,https://www.freelanceyard.com/en/jobs/agrimach-catalog-cleanup,Code Nest ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
ThinkPlay Educational Toys Inventory Cleanup,https://www.freelanceyard.com/en/jobs/thinkplay-educational-toys-inventory-cleanup,Code Nest ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
Pet Supplies Catalog Standardization,https://www.freelanceyard.com/en/jobs/pet-supplies-catalog-standardization,Code Nest ,Startup,Budget: 150 EGP,(IT & Tech),Posted at: 24-04-2025
Music Player App — Voice-Activated Playlist Features— Playlist Card with Voice Option,https://www.freelanceyard.com/en/jobs/music-player-app-voice-activated-playlist-features-playlist-card-with-voice-option-1,Badr Design ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 24-04-2025
Educational App — Audio for Learning Modules—Interactive Voice and Visual Feedback,https://www.freelanceyard.com/en/jobs/educational-app-audio-for-learning-modules-interactive-voice-and-visual-feedback-1,Badr Design ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 24-04-2025
Educational App — Audio for Learning Modules—Voice Playback for Learning Module,https://www.freelanceyard.com/en/jobs/educational-app-audio-for-learning-modules-voice-playback-for-learning-module-1,Badr Design ,Startup,Budget: 150 EGP,(IT & Tech),Posted at: 24-04-2025
Educational App — Audio for Learning Modules— Module Card with Audio Indicator,https://www.freelanceyard.com/en/jobs/educational-app-audio-for-learning-modules-module-card-with-audio-indicator-1,Badr Design ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 24-04-2025
A clinic landing page,https://www.freelanceyard.com/en/jobs/a-clinic-landing-page,Personal ,Individual,Budget: 500 - 2500 EGP,(IT & Tech),Posted at: 24-04-2025
ui/ux,https://www.freelanceyard.com/en/jobs/uiux-1,Mostafa Salama ,Individual,Budget: 300 - 400 EGP,(IT & Tech),Posted at: 24-04-2025
wepsite,https://www.freelanceyard.com/en/jobs/wepsite,Mostafa Salama ,Individual,Budget: 300 - 400 EGP,(IT & Tech),Posted at: 24-04-2025
"Add a simple contact form to a website, integrating it with a database",https://www.freelanceyard.com/en/jobs/add-a-simple-contact-form-to-a-website-integrating-it-with-a-database,Hanan Farouk ,Startup,Budget: 500 USD,(IT & Tech),Posted at: 24-04-2025
Music Player App — Voice-Activated Playlist Features— Interactive Audio Control with Song Highlights,https://www.freelanceyard.com/en/jobs/music-player-app-voice-activated-playlist-features-interactive-audio-control-with-song-highlights-1,Badr Design ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 24-04-2025
Music Player App — Voice-Activated Playlist Features—Playable Voice for Playlist,https://www.freelanceyard.com/en/jobs/music-player-app-voice-activated-playlist-features-playable-voice-for-playlist-1,Badr Design ,Startup,Budget: 500 - 1000 USD,(IT & Tech),Posted at: 24-04-2025
Ride-sharing App — Voice Notifications and Updates— Real-Time Voice Alerts with Map Sync,https://www.freelanceyard.com/en/jobs/ride-sharing-app-voice-notifications-and-updates-real-time-voice-alerts-with-map-sync,Badr Design ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 24-04-2025
Ride-sharing App — Voice Notifications and Updates—Voice Notification for Ride Updates,https://www.freelanceyard.com/en/jobs/ride-sharing-app-voice-notifications-and-updates-voice-notification-for-ride-updates,Badr Design ,Startup,Budget: 150 EGP,(IT & Tech),Posted at: 24-04-2025
Ride-sharing App — Voice Notifications and Updates— Ride Status with Audio Icon,https://www.freelanceyard.com/en/jobs/ride-sharing-app-voice-notifications-and-updates-ride-status-with-audio-icon,Badr Design ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 24-04-2025
angular task,https://www.freelanceyard.com/en/jobs/angular-task,eldeebbb ,Individual,Budget: 100 EGP,(IT & Tech),Posted at: 24-04-2025
Sign up page design,https://www.freelanceyard.com/en/jobs/sign-up-page-design,Amary startup ,Individual,Budget: 100 - 180 EGP,(IT & Tech),Posted at: 24-04-2025
Develop a creative ui/ux for login screen,https://www.freelanceyard.com/en/jobs/develop-a-creative-uiux-for-login-screen,Amary startup ,Individual,Budget: 150 - 200 EGP,(IT & Tech),Posted at: 24-04-2025
Mindfulness App — Guided Meditation with Voice Cues— Interactive Meditation Flow with Audio Sync,https://www.freelanceyard.com/en/jobs/mindfulness-app-guided-meditation-with-voice-cues-interactive-meditation-flow-with-audio-sync,Badr Design ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 24-04-2025
Mindfulness App — Guided Meditation with Voice Cues—Playable Guided Meditation Audio,https://www.freelanceyard.com/en/jobs/mindfulness-app-guided-meditation-with-voice-cues-playable-guided-meditation-audio,Badr Design ,Startup,Budget: 150 EGP,(IT & Tech),Posted at: 24-04-2025
Mindfulness App — Guided Meditation with Voice Cues— Meditation Session Card with Audio Badge,https://www.freelanceyard.com/en/jobs/mindfulness-app-guided-meditation-with-voice-cues-meditation-session-card-with-audio-badge,Badr Design ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 24-04-2025
Sleep Tracker User Interface,https://www.freelanceyard.com/en/jobs/sleep-tracker-user-interface-4,Flowr Agency ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 24-04-2025
Digital reading platform.,https://www.freelanceyard.com/en/jobs/digital-reading-platform-4,FelixCo ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-04-2025
Gift List Manager,https://www.freelanceyard.com/en/jobs/gift-list-manager-4,FelixCo ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 24-04-2025
Mood Tracker Interface,https://www.freelanceyard.com/en/jobs/mood-tracker-interface-7,FelixCo ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 24-04-2025
Recipe Management System Interface,https://www.freelanceyard.com/en/jobs/recipe-management-system-interface-4,FelixCo ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 24-04-2025
Software Tester to Test V Cafe’s Online Ordering Website,https://www.freelanceyard.com/en/jobs/software-tester-to-test-v-cafes-online-ordering-website,V Cafe ,Individual,Budget: 500 - 1000 EGP,(IT & Tech),Posted at: 24-04-2025
Workout Tracker,https://www.freelanceyard.com/en/jobs/workout-tracker-3,Flowr Agency ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 24-04-2025
Social media scheduling platform interface.,https://www.freelanceyard.com/en/jobs/social-media-scheduling-platform-interface-4,Flowr Agency ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 24-04-2025
Reading Log Interface,https://www.freelanceyard.com/en/jobs/reading-log-interface-9,Flowr Agency ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 24-04-2025
Home automation control system.,https://www.freelanceyard.com/en/jobs/home-automation-control-system-4,Flowr Agency ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 24-04-2025
Travel Itinerary User Interface,https://www.freelanceyard.com/en/jobs/travel-itinerary-user-interface-4,EchoGlobal ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-04-2025
Shopping list display.,https://www.freelanceyard.com/en/jobs/shopping-list-display-2,EchoGlobal ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 24-04-2025
User interface for tracking expenses.,https://www.freelanceyard.com/en/jobs/user-interface-for-tracking-expenses-4,EchoGlobal ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 24-04-2025
Task Management Interface,https://www.freelanceyard.com/en/jobs/task-management-interface-4,EchoGlobal ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 24-04-2025
Interface for Tracking Fitness Goals.,https://www.freelanceyard.com/en/jobs/interface-for-tracking-fitness-goals-3,EchoGlobal ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 24-04-2025
Gratitude Journal App Design,https://www.freelanceyard.com/en/jobs/gratitude-journal-app-design-3,FelixCo ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 24-04-2025
Interactive map interface.,https://www.freelanceyard.com/en/jobs/interactive-map-interface-20,FelixCo ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 24-04-2025
Flashcard learning tool.,https://www.freelanceyard.com/en/jobs/flashcard-learning-tool-4,FelixCo ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 24-04-2025
Flashcard learning tool.,https://www.freelanceyard.com/en/jobs/flashcard-learning-tool-3,EchoGlobal ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 24-04-2025
Workout Timer Display,https://www.freelanceyard.com/en/jobs/workout-timer-display-3,EchoGlobal ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 24-04-2025
Mood Tracker Interface,https://www.freelanceyard.com/en/jobs/mood-tracker-interface-6,COMMERGENT ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 24-04-2025
Recipe Management System Interface,https://www.freelanceyard.com/en/jobs/recipe-management-system-interface-3,COMMERGENT ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 24-04-2025
Gratitude Journal App Design,https://www.freelanceyard.com/en/jobs/gratitude-journal-app-design-2,COMMERGENT ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 24-04-2025
Interactive map interface.,https://www.freelanceyard.com/en/jobs/interactive-map-interface-19,COMMERGENT ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 24-04-2025
Recipe Management System Interface,https://www.freelanceyard.com/en/jobs/recipe-management-system-interface-2,Codezilla SRL ,Corporate,Budget: 11 USD,(IT & Tech),Posted at: 24-04-2025
Budget planning tool.,https://www.freelanceyard.com/en/jobs/budget-planning-tool-4,EchoGlobal ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 24-04-2025
Meditation Timer Controls,https://www.freelanceyard.com/en/jobs/meditation-timer-controls-4,COMMERGENT ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 24-04-2025
Recipe Search Tool,https://www.freelanceyard.com/en/jobs/recipe-search-tool-3,COMMERGENT ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-04-2025
Digital reading platform.,https://www.freelanceyard.com/en/jobs/digital-reading-platform-3,COMMERGENT ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-04-2025
Gift List Manager,https://www.freelanceyard.com/en/jobs/gift-list-manager-3,COMMERGENT ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 24-04-2025
Shopping list display.,https://www.freelanceyard.com/en/jobs/shopping-list-display-1,Codezilla SRL ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 24-04-2025
User interface for tracking expenses.,https://www.freelanceyard.com/en/jobs/user-interface-for-tracking-expenses-3,Codezilla SRL ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 24-04-2025
Digital Business Card Platform,https://www.freelanceyard.com/en/jobs/digital-business-card-platform-4,Brain 4 Strategy ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 24-04-2025
Daily Journal User Interface,https://www.freelanceyard.com/en/jobs/daily-journal-user-interface-4,Brain 4 Strategy ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 24-04-2025
Expense Splitter Interface,https://www.freelanceyard.com/en/jobs/expense-splitter-interface-7,Brain 4 Strategy ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 24-04-2025
Gratitude Journal App Design,https://www.freelanceyard.com/en/jobs/gratitude-journal-app-design-1,Codezilla SRL ,Corporate,Budget: 14 USD,(IT & Tech),Posted at: 24-04-2025
Interactive map interface.,https://www.freelanceyard.com/en/jobs/interactive-map-interface-18,Codezilla SRL ,Corporate,Budget: 14 USD,(IT & Tech),Posted at: 24-04-2025
Flashcard learning tool.,https://www.freelanceyard.com/en/jobs/flashcard-learning-tool-2,Codezilla SRL ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 24-04-2025
Workout Timer Display,https://www.freelanceyard.com/en/jobs/workout-timer-display-2,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 24-04-2025
Travel Itinerary User Interface,https://www.freelanceyard.com/en/jobs/travel-itinerary-user-interface-3,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 24-04-2025
Shopping list display.,https://www.freelanceyard.com/en/jobs/shopping-list-display-1,Born Digital ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 24-04-2025
Habit tracking interface.,https://www.freelanceyard.com/en/jobs/habit-tracking-interface-3,Born Digital ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 24-04-2025
Meditation Timer Controls,https://www.freelanceyard.com/en/jobs/meditation-timer-controls-3,Born Digital ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 24-04-2025
Recipe Search Tool,https://www.freelanceyard.com/en/jobs/recipe-search-tool-2,Born Digital ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 24-04-2025
Digital reading platform.,https://www.freelanceyard.com/en/jobs/digital-reading-platform-2,Born Digital ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-04-2025
Sign up form.,https://www.freelanceyard.com/en/jobs/sign-up-form-4,Brain 4 Strategy ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 24-04-2025
Interface for setting goals.,https://www.freelanceyard.com/en/jobs/interface-for-setting-goals-3,Brain 4 Strategy ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-04-2025
Workout Tracker,https://www.freelanceyard.com/en/jobs/workout-tracker-2,Brain 4 Strategy ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 24-04-2025
Social media scheduling platform interface.,https://www.freelanceyard.com/en/jobs/social-media-scheduling-platform-interface-3,Brain 4 Strategy ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 24-04-2025
Home automation control system.,https://www.freelanceyard.com/en/jobs/home-automation-control-system-3,Born Digital ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 24-04-2025
Sleep Tracker User Interface,https://www.freelanceyard.com/en/jobs/sleep-tracker-user-interface-3,Elawael education center ,Individual,Budget: 800 - 1000 EGP,(IT & Tech),Posted at: 23-04-2025
Create EventSure Branding & Style Guide,https://www.freelanceyard.com/en/jobs/create-eventsure-branding-style-guide-2,MONARK IT ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 23-04-2025
Job Listings Filter part 3,https://www.freelanceyard.com/en/jobs/job-listings-filter-part-3,.. ,Individual,Budget: 5 USD,(IT & Tech),Posted at: 23-04-2025
Finalize accessible and polished UI elements.,https://www.freelanceyard.com/en/jobs/finalize-accessible-and-polished-ui-elements-3,zenvertising ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 23-04-2025
Create a user account and profile settings layout.,https://www.freelanceyard.com/en/jobs/create-a-user-account-and-profile-settings-layout-2,Tuio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 23-04-2025
Gift List Manager,https://www.freelanceyard.com/en/jobs/gift-list-manager-2,Born Digital ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 24-04-2025
Music Player App — Voice-Activated Playlist Features—Interactive Audio Control with Song Highlights,https://www.freelanceyard.com/en/jobs/music-player-app-voice-activated-playlist-features-interactive-audio-control-with-song-highlights,Badr Design ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 23-04-2025
Music Player App — Voice-Activated Playlist Features— Playable Voice for Playlist,https://www.freelanceyard.com/en/jobs/music-player-app-voice-activated-playlist-features-playable-voice-for-playlist,Badr Design ,Startup,Budget: 150 EGP,(IT & Tech),Posted at: 23-04-2025
Music Player App — Voice-Activated Playlist Features— Playlist Card with Voice Option,https://www.freelanceyard.com/en/jobs/music-player-app-voice-activated-playlist-features-playlist-card-with-voice-option,Badr Design ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 23-04-2025
Freelance API & Backend Tester for Educational Web Platform,https://www.freelanceyard.com/en/jobs/freelance-api-backend-tester-for-educational-web-platform,Elawael education center ,Individual,Budget: 800 - 1000 EGP,(IT & Tech),Posted at: 23-04-2025
Freelance Website QA Tester for Educational Platform,https://www.freelanceyard.com/en/jobs/freelance-website-qa-tester-for-educational-platform,Elawael education center ,Individual,Budget: 800 - 1000 EGP,(IT & Tech),Posted at: 23-04-2025
Create an administrative dashboard interface.,https://www.freelanceyard.com/en/jobs/create-an-administrative-dashboard-interface-1,MONARK IT ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 23-04-2025
Design checkout and confirmation screen layouts.,https://www.freelanceyard.com/en/jobs/design-checkout-and-confirmation-screen-layouts-1,MONARK IT ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 23-04-2025
Design Error & 404 Pages,https://www.freelanceyard.com/en/jobs/design-error-404-pages-14,Minio Studio ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 23-04-2025
Develop a branding and style guide for Bookify.,https://www.freelanceyard.com/en/jobs/develop-a-branding-and-style-guide-for-bookify-1,Minio Studio ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 23-04-2025
Create an administrative dashboard interface.,https://www.freelanceyard.com/en/jobs/create-an-administrative-dashboard-interface-2,The Public Advisors ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 23-04-2025
Design Error & 404 Pages,https://www.freelanceyard.com/en/jobs/design-error-404-pages-15,The Public Advisors ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 23-04-2025
Finalize accessible and polished UI elements.,https://www.freelanceyard.com/en/jobs/finalize-accessible-and-polished-ui-elements-2,Studio Metz ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 23-04-2025
Job Listings Filter part 2,https://www.freelanceyard.com/en/jobs/job-listings-filter-part-2,.. ,Individual,Budget: 150 EGP,(IT & Tech),Posted at: 23-04-2025
Design the homepage and its hero section.,https://www.freelanceyard.com/en/jobs/design-the-homepage-and-its-hero-section-5,Solveita ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 23-04-2025
Create a layout for a book catalog and search function.,https://www.freelanceyard.com/en/jobs/create-a-layout-for-a-book-catalog-and-search-function-2,Codenox Technology ,Startup,Budget: 8 USD,(IT & Tech),Posted at: 23-04-2025
Travel Itinerary User Interface,https://www.freelanceyard.com/en/jobs/travel-itinerary-user-interface-2,Bonnie & Clyde Advertising Studio ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 23-04-2025
Shopping list display.,https://www.freelanceyard.com/en/jobs/shopping-list-display,Bonnie & Clyde Advertising Studio ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 23-04-2025
User interface for tracking expenses.,https://www.freelanceyard.com/en/jobs/user-interface-for-tracking-expenses-2,Bonnie & Clyde Advertising Studio ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 23-04-2025
Task Management Interface,https://www.freelanceyard.com/en/jobs/task-management-interface-3,Bonnie & Clyde Advertising Studio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 23-04-2025
Design an admin dashboard interface.,https://www.freelanceyard.com/en/jobs/design-an-admin-dashboard-interface-2,Marketing Deck ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 23-04-2025
Design Error & 404 Pages,https://www.freelanceyard.com/en/jobs/design-error-404-pages-13,Marketing Deck ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 23-04-2025
Create mockups for a shopping cart page.,https://www.freelanceyard.com/en/jobs/create-mockups-for-a-shopping-cart-page-1,Intent 3D ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 23-04-2025
Prioritize mobile-first layouts for essential screens.,https://www.freelanceyard.com/en/jobs/prioritize-mobile-first-layouts-for-essential-screens-2,Intent 3D ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 23-04-2025
Job Listings Filter,https://www.freelanceyard.com/en/jobs/job-listings-filter,.. ,Individual,Budget: 100 EGP,(IT & Tech),Posted at: 23-04-2025
Vulnerability Assessment Simulation Using Local Virtual Lab,https://www.freelanceyard.com/en/jobs/vulnerability-assessment-simulation-using-local-virtual-lab,Codenox Technology ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 23-04-2025
Implement features for order history tracking and community-based product ratings.,https://www.freelanceyard.com/en/jobs/implement-features-for-order-history-tracking-and-community-based-product-ratings-7,zenvertising ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 23-04-2025
Track student advancement and provide evaluative responses.,https://www.freelanceyard.com/en/jobs/track-student-advancement-and-provide-evaluative-responses-3,zenvertising ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 23-04-2025
Add a feature to track past orders.,https://www.freelanceyard.com/en/jobs/add-a-feature-to-track-past-orders-3,zenvertising ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 23-04-2025
Develop a shopping cart feature with a mock checkout experience.,https://www.freelanceyard.com/en/jobs/develop-a-shopping-cart-feature-with-a-mock-checkout-experience-3,zenvertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 23-04-2025
Interface for Tracking Fitness Goals,https://www.freelanceyard.com/en/jobs/interface-for-tracking-fitness-goals-2,Bonnie & Clyde Advertising Studio ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 23-04-2025
Budget planning tool.,https://www.freelanceyard.com/en/jobs/budget-planning-tool-3,Bonnie & Clyde Advertising Studio ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 23-04-2025
Affirmations delivered daily.,https://www.freelanceyard.com/en/jobs/affirmations-delivered-daily-3,Bonnie & Clyde Advertising Studio ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 23-04-2025
Interface for finding local events.,https://www.freelanceyard.com/en/jobs/interface-for-finding-local-events-4,Bonnie & Clyde Advertising Studio ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 23-04-2025
Create an event catalog and implement basic search functionality.,https://www.freelanceyard.com/en/jobs/create-an-event-catalog-and-implement-basic-search-functionality-3,Tuio ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 23-04-2025
Create a system for cataloging books and enabling searches.,https://www.freelanceyard.com/en/jobs/create-a-system-for-cataloging-books-and-enabling-searches-6,Tuio ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 23-04-2025
Create a course catalog and search functionality.,https://www.freelanceyard.com/en/jobs/create-a-course-catalog-and-search-functionality-3,Tuio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 23-04-2025
Develop a system for managing product catalogs.,https://www.freelanceyard.com/en/jobs/develop-a-system-for-managing-product-catalogs-3,Tuio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 23-04-2025
Create a system for cataloging books and enabling searches.,https://www.freelanceyard.com/en/jobs/create-a-system-for-cataloging-books-and-enabling-searches-5,Tuio ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 23-04-2025
Develop a book catalog and search system.,https://www.freelanceyard.com/en/jobs/develop-a-book-catalog-and-search-system-5,Tuio ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 23-04-2025
Implement features for viewing past orders and providing/viewing community ratings.,https://www.freelanceyard.com/en/jobs/implement-features-for-viewing-past-orders-and-providingviewing-community-ratings-3,zenvertising ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 23-04-2025
Integrate booking records and user reviews.,https://www.freelanceyard.com/en/jobs/integrate-booking-records-and-user-reviews-3,zenvertising ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 23-04-2025
Integrate booking history and customer feedback.,https://www.freelanceyard.com/en/jobs/integrate-booking-history-and-customer-feedback-3,zenvertising ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 23-04-2025
Add administrative endpoints and a maintenance mode feature.,https://www.freelanceyard.com/en/jobs/add-administrative-endpoints-and-a-maintenance-mode-feature-3,Tuio ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 23-04-2025
Create an event catalog and implement basic search functionality.,https://www.freelanceyard.com/en/jobs/create-an-event-catalog-and-implement-basic-search-functionality-3,Tuio ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 23-04-2025
Create a ticket cart and a simulated checkout process.,https://www.freelanceyard.com/en/jobs/create-a-ticket-cart-and-a-simulated-checkout-process-3,The Public Advisors ,Corporate,Budget: 14 USD,(IT & Tech),Posted at: 23-04-2025
Design a system for choosing and reserving rental items.,https://www.freelanceyard.com/en/jobs/design-a-system-for-choosing-and-reserving-rental-items-2,The Public Advisors ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 23-04-2025
Create a simulated enrollment cart and checkout process.,https://www.freelanceyard.com/en/jobs/create-a-simulated-enrollment-cart-and-checkout-process-3,The Public Advisors ,Corporate,Budget: 10 USD,(IT & Tech),Posted at: 23-04-2025
Build a shopping cart and a simulated checkout process.,https://www.freelanceyard.com/en/jobs/build-a-shopping-cart-and-a-simulated-checkout-process-5,The Public Advisors ,Corporate,Budget: 11 USD,(IT & Tech),Posted at: 23-04-2025
Create a travel package catalog featuring a fast search tool.,https://www.freelanceyard.com/en/jobs/create-a-travel-package-catalog-featuring-a-fast-search-tool-3,The Public Advisors ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 23-04-2025
Add order history functionality.,https://www.freelanceyard.com/en/jobs/add-order-history-functionality-3,Tuio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 23-04-2025
