ID,Title,Category_English,category_arabic,Posted,Avg offer,Duration(Days),Number of Offers,Tags,Tags_en,Link
244,مبرمج laravel لتعديل نسخة الساس للأداة Acelle,Software Engineering,هندسة البرمجيات,2025-04-27,500.00 ,14.0,6,برمجة ألعاب الجوال,Mobile games programming,https://mostaql.com/project/1077653-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-laravel-%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%86%D8%B3%D8%AE%D8%A9-%D8%A7%D9%84%D8%B3%D8%A7%D8%B3-%D9%84%D9%84%D8%A3%D8%AF%D8%A7%D8%A9-acelle
244,مبرمج laravel لتعديل نسخة الساس للأداة Acelle,Software Engineering,هندسة البرمجيات,2025-04-27,500.00 ,14.0,6,برمجة التطبيقات,Application programming,https://mostaql.com/project/1077653-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-laravel-%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%86%D8%B3%D8%AE%D8%A9-%D8%A7%D9%84%D8%B3%D8%A7%D8%B3-%D9%84%D9%84%D8%A3%D8%AF%D8%A7%D8%A9-acelle
244,مبرمج laravel لتعديل نسخة الساس للأداة Acelle,Software Engineering,هندسة البرمجيات,2025-04-27,500.00 ,14.0,6,برمجة مواقع,Site programming,https://mostaql.com/project/1077653-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-laravel-%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%86%D8%B3%D8%AE%D8%A9-%D8%A7%D9%84%D8%B3%D8%A7%D8%B3-%D9%84%D9%84%D8%A3%D8%AF%D8%A7%D8%A9-acelle
244,مبرمج laravel لتعديل نسخة الساس للأداة Acelle,Software Engineering,هندسة البرمجيات,2025-04-27,500.00 ,14.0,6,برمجة,programming,https://mostaql.com/project/1077653-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-laravel-%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%86%D8%B3%D8%AE%D8%A9-%D8%A7%D9%84%D8%B3%D8%A7%D8%B3-%D9%84%D9%84%D8%A3%D8%AF%D8%A7%D8%A9-acelle
244,مبرمج laravel لتعديل نسخة الساس للأداة Acelle,Software Engineering,هندسة البرمجيات,2025-04-27,500.00 ,14.0,6,واجهة برمجة التطبيقات,Application programming interface,https://mostaql.com/project/1077653-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-laravel-%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%86%D8%B3%D8%AE%D8%A9-%D8%A7%D9%84%D8%B3%D8%A7%D8%B3-%D9%84%D9%84%D8%A3%D8%AF%D8%A7%D8%A9-acelle
244,مبرمج laravel لتعديل نسخة الساس للأداة Acelle,Software Engineering,هندسة البرمجيات,2025-04-27,500.00 ,14.0,6,البرمجة بطريقة MVC,MVC programming manner,https://mostaql.com/project/1077653-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-laravel-%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%86%D8%B3%D8%AE%D8%A9-%D8%A7%D9%84%D8%B3%D8%A7%D8%B3-%D9%84%D9%84%D8%A3%D8%AF%D8%A7%D8%A9-acelle
245,تصميم تطبيق تعليمي,Mobile Development,تطوير التطبيقات,2025-04-27,95.00 ,7.0,14,تصميم تطبيقات الهواتف الذكية,Smart phone applications design,https://mostaql.com/project/1077512-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A
245,تصميم تطبيق تعليمي,Mobile Development,تطوير التطبيقات,2025-04-27,95.00 ,7.0,14,تصميم تطبيقات iOS,IOS applications design,https://mostaql.com/project/1077512-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A
245,تصميم تطبيق تعليمي,Mobile Development,تطوير التطبيقات,2025-04-27,95.00 ,7.0,14,التصميم الإبداعي,Creative design,https://mostaql.com/project/1077512-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A
245,تصميم تطبيق تعليمي,Mobile Development,تطوير التطبيقات,2025-04-27,95.00 ,7.0,14,فوتوشوب,Photoshop,https://mostaql.com/project/1077512-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A
245,تصميم تطبيق تعليمي,Mobile Development,تطوير التطبيقات,2025-04-27,95.00 ,7.0,14,تصميم جرافيك,Graphic design,https://mostaql.com/project/1077512-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A
245,تصميم تطبيق تعليمي,Mobile Development,تطوير التطبيقات,2025-04-27,95.00 ,7.0,14,برمجة تطبيقات أيفون,IPhone applications programming,https://mostaql.com/project/1077512-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A
245,تصميم تطبيق تعليمي,Mobile Development,تطوير التطبيقات,2025-04-27,95.00 ,7.0,14,تطوير التطبيقات,Application development,https://mostaql.com/project/1077512-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A
245,تصميم تطبيق تعليمي,Mobile Development,تطوير التطبيقات,2025-04-27,95.00 ,7.0,14,واجهة برمجة التطبيقات,Application programming interface,https://mostaql.com/project/1077512-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A
245,تصميم تطبيق تعليمي,Mobile Development,تطوير التطبيقات,2025-04-27,95.00 ,7.0,14,تصميم تطبيقات,Applications design,https://mostaql.com/project/1077512-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A
245,تصميم تطبيق تعليمي,Mobile Development,تطوير التطبيقات,2025-04-27,95.00 ,7.0,14,برمجة iOS,IOS programming,https://mostaql.com/project/1077512-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A
245,تصميم تطبيق تعليمي,Mobile Development,تطوير التطبيقات,2025-04-27,95.00 ,7.0,14,برمجة التطبيقات,Application programming,https://mostaql.com/project/1077512-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A
245,تصميم تطبيق تعليمي,Mobile Development,تطوير التطبيقات,2025-04-27,95.00 ,7.0,14,اختبار تطبيقات الجوال,Mobile applications test,https://mostaql.com/project/1077512-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A
245,تصميم تطبيق تعليمي,Mobile Development,تطوير التطبيقات,2025-04-27,95.00 ,7.0,14,إنشاء تطبيق,Create an app,https://mostaql.com/project/1077512-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A
246,مراجعة نهائية احترافية لتطبيق الكوتلن,Mobile Development,تطوير التطبيقات,2025-04-27,55.00 ,2.0,4,كوتلن,Kotlan,https://mostaql.com/project/1077672-%D9%85%D8%B1%D8%A7%D8%AC%D8%B9%D8%A9-%D9%86%D9%87%D8%A7%D8%A6%D9%8A%D8%A9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A7%D9%84%D9%83%D9%88%D8%AA%D9%84%D9%86
246,مراجعة نهائية احترافية لتطبيق الكوتلن,Mobile Development,تطوير التطبيقات,2025-04-27,55.00 ,2.0,4,برمجة أندرويد,Android programming,https://mostaql.com/project/1077672-%D9%85%D8%B1%D8%A7%D8%AC%D8%B9%D8%A9-%D9%86%D9%87%D8%A7%D8%A6%D9%8A%D8%A9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A7%D9%84%D9%83%D9%88%D8%AA%D9%84%D9%86
246,مراجعة نهائية احترافية لتطبيق الكوتلن,Mobile Development,تطوير التطبيقات,2025-04-27,55.00 ,2.0,4,أندرويد ستوديو,Android Studio,https://mostaql.com/project/1077672-%D9%85%D8%B1%D8%A7%D8%AC%D8%B9%D8%A9-%D9%86%D9%87%D8%A7%D8%A6%D9%8A%D8%A9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A7%D9%84%D9%83%D9%88%D8%AA%D9%84%D9%86
246,مراجعة نهائية احترافية لتطبيق الكوتلن,Mobile Development,تطوير التطبيقات,2025-04-27,55.00 ,2.0,4,برمجة,programming,https://mostaql.com/project/1077672-%D9%85%D8%B1%D8%A7%D8%AC%D8%B9%D8%A9-%D9%86%D9%87%D8%A7%D8%A6%D9%8A%D8%A9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A7%D9%84%D9%83%D9%88%D8%AA%D9%84%D9%86
246,مراجعة نهائية احترافية لتطبيق الكوتلن,Mobile Development,تطوير التطبيقات,2025-04-27,55.00 ,2.0,4,تطوير البرمجيات,Software development,https://mostaql.com/project/1077672-%D9%85%D8%B1%D8%A7%D8%AC%D8%B9%D8%A9-%D9%86%D9%87%D8%A7%D8%A6%D9%8A%D8%A9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A7%D9%84%D9%83%D9%88%D8%AA%D9%84%D9%86
246,مراجعة نهائية احترافية لتطبيق الكوتلن,Mobile Development,تطوير التطبيقات,2025-04-27,55.00 ,2.0,4,برمجة قواعد البيانات,Database programming,https://mostaql.com/project/1077672-%D9%85%D8%B1%D8%A7%D8%AC%D8%B9%D8%A9-%D9%86%D9%87%D8%A7%D8%A6%D9%8A%D8%A9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A7%D9%84%D9%83%D9%88%D8%AA%D9%84%D9%86
246,مراجعة نهائية احترافية لتطبيق الكوتلن,Mobile Development,تطوير التطبيقات,2025-04-27,55.00 ,2.0,4,flutter,flutter,https://mostaql.com/project/1077672-%D9%85%D8%B1%D8%A7%D8%AC%D8%B9%D8%A9-%D9%86%D9%87%D8%A7%D8%A6%D9%8A%D8%A9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A7%D9%84%D9%83%D9%88%D8%AA%D9%84%D9%86
247,موقع احترافي على غرار موقع ويكيبيديا بلوحة تحكم شاملة ودقيقة,Web Development,تطوير الويب,2025-04-28,"2,000.00 ",22.0,9,تصميم موقع إلكتروني,Design a website,https://mostaql.com/project/1077781-%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%B9%D9%84%D9%89-%D8%BA%D8%B1%D8%A7%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7-%D8%A8%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D8%B4%D8%A7%D9%85%D9%84%D8%A9-%D9%88%D8%AF%D9%82%D9%8A%D9%82%D8%A9
247,موقع احترافي على غرار موقع ويكيبيديا بلوحة تحكم شاملة ودقيقة,Web Development,تطوير الويب,2025-04-28,"2,000.00 ",22.0,9,برمجة مواقع,Site programming,https://mostaql.com/project/1077781-%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%B9%D9%84%D9%89-%D8%BA%D8%B1%D8%A7%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7-%D8%A8%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D8%B4%D8%A7%D9%85%D9%84%D8%A9-%D9%88%D8%AF%D9%82%D9%8A%D9%82%D8%A9
247,موقع احترافي على غرار موقع ويكيبيديا بلوحة تحكم شاملة ودقيقة,Web Development,تطوير الويب,2025-04-28,"2,000.00 ",22.0,9,أمن وحماية المواقع,Security and protection of sites,https://mostaql.com/project/1077781-%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%B9%D9%84%D9%89-%D8%BA%D8%B1%D8%A7%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7-%D8%A8%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D8%B4%D8%A7%D9%85%D9%84%D8%A9-%D9%88%D8%AF%D9%82%D9%8A%D9%82%D8%A9
247,موقع احترافي على غرار موقع ويكيبيديا بلوحة تحكم شاملة ودقيقة,Web Development,تطوير الويب,2025-04-28,"2,000.00 ",22.0,9,بايثون,Python,https://mostaql.com/project/1077781-%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%B9%D9%84%D9%89-%D8%BA%D8%B1%D8%A7%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7-%D8%A8%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D8%B4%D8%A7%D9%85%D9%84%D8%A9-%D9%88%D8%AF%D9%82%D9%8A%D9%82%D8%A9
247,موقع احترافي على غرار موقع ويكيبيديا بلوحة تحكم شاملة ودقيقة,Web Development,تطوير الويب,2025-04-28,"2,000.00 ",22.0,9,PHP,PHP,https://mostaql.com/project/1077781-%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%B9%D9%84%D9%89-%D8%BA%D8%B1%D8%A7%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7-%D8%A8%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D8%B4%D8%A7%D9%85%D9%84%D8%A9-%D9%88%D8%AF%D9%82%D9%8A%D9%82%D8%A9
247,موقع احترافي على غرار موقع ويكيبيديا بلوحة تحكم شاملة ودقيقة,Web Development,تطوير الويب,2025-04-28,"2,000.00 ",22.0,9,CSS,CSS,https://mostaql.com/project/1077781-%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%B9%D9%84%D9%89-%D8%BA%D8%B1%D8%A7%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7-%D8%A8%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D8%B4%D8%A7%D9%85%D9%84%D8%A9-%D9%88%D8%AF%D9%82%D9%8A%D9%82%D8%A9
247,موقع احترافي على غرار موقع ويكيبيديا بلوحة تحكم شاملة ودقيقة,Web Development,تطوير الويب,2025-04-28,"2,000.00 ",22.0,9,جافا سكريبت,Java Script,https://mostaql.com/project/1077781-%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%B9%D9%84%D9%89-%D8%BA%D8%B1%D8%A7%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7-%D8%A8%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D8%B4%D8%A7%D9%85%D9%84%D8%A9-%D9%88%D8%AF%D9%82%D9%8A%D9%82%D8%A9
248,إدارة حملة إعلانية على أمازون السعودية لمنتج,Software Engineering,هندسة البرمجيات,2025-04-27,200.00 ,7.0,4,التسويق عبر الإنترنت,Internet marketing,https://mostaql.com/project/1077555-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%AD%D9%85%D9%84%D8%A9-%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D8%A3%D9%85%D8%A7%D8%B2%D9%88%D9%86-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-%D9%84%D9%85%D9%86%D8%AA%D8%AC
248,إدارة حملة إعلانية على أمازون السعودية لمنتج,Software Engineering,هندسة البرمجيات,2025-04-27,200.00 ,7.0,4,التسويق الإلكتروني,E -marketing,https://mostaql.com/project/1077555-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%AD%D9%85%D9%84%D8%A9-%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D8%A3%D9%85%D8%A7%D8%B2%D9%88%D9%86-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-%D9%84%D9%85%D9%86%D8%AA%D8%AC
248,إدارة حملة إعلانية على أمازون السعودية لمنتج,Software Engineering,هندسة البرمجيات,2025-04-27,200.00 ,7.0,4,التسويق عبر مواقع التواصل الاجتماعي,Marketing through social media,https://mostaql.com/project/1077555-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%AD%D9%85%D9%84%D8%A9-%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D8%A3%D9%85%D8%A7%D8%B2%D9%88%D9%86-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-%D9%84%D9%85%D9%86%D8%AA%D8%AC
248,إدارة حملة إعلانية على أمازون السعودية لمنتج,Software Engineering,هندسة البرمجيات,2025-04-27,200.00 ,7.0,4,التسويق عبر محركات البحث,Search engines marketing,https://mostaql.com/project/1077555-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%AD%D9%85%D9%84%D8%A9-%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D8%A3%D9%85%D8%A7%D8%B2%D9%88%D9%86-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-%D9%84%D9%85%D9%86%D8%AA%D8%AC
248,إدارة حملة إعلانية على أمازون السعودية لمنتج,Software Engineering,هندسة البرمجيات,2025-04-27,200.00 ,7.0,4,إدارة التسويق,Marketing Department,https://mostaql.com/project/1077555-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%AD%D9%85%D9%84%D8%A9-%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D8%A3%D9%85%D8%A7%D8%B2%D9%88%D9%86-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-%D9%84%D9%85%D9%86%D8%AA%D8%AC
248,إدارة حملة إعلانية على أمازون السعودية لمنتج,Software Engineering,هندسة البرمجيات,2025-04-27,200.00 ,7.0,4,جوجل أدسنس,Google Adsense,https://mostaql.com/project/1077555-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%AD%D9%85%D9%84%D8%A9-%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D8%A3%D9%85%D8%A7%D8%B2%D9%88%D9%86-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-%D9%84%D9%85%D9%86%D8%AA%D8%AC
248,إدارة حملة إعلانية على أمازون السعودية لمنتج,Software Engineering,هندسة البرمجيات,2025-04-27,200.00 ,7.0,4,إعلانات جوجل,Google ads,https://mostaql.com/project/1077555-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%AD%D9%85%D9%84%D8%A9-%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D8%A3%D9%85%D8%A7%D8%B2%D9%88%D9%86-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-%D9%84%D9%85%D9%86%D8%AA%D8%AC
249,برنامج محاسبة لأمازون ونون,Web Development,تطوير الويب,2025-04-27,450.00 ,7.0,9,تصميم موقع إلكتروني,Design a website,https://mostaql.com/project/1077523-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D8%A9-%D9%84%D8%A3%D9%85%D8%A7%D8%B2%D9%88%D9%86-%D9%88%D9%86%D9%88%D9%86
249,برنامج محاسبة لأمازون ونون,Web Development,تطوير الويب,2025-04-27,450.00 ,7.0,9,برمجة مواقع,Site programming,https://mostaql.com/project/1077523-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D8%A9-%D9%84%D8%A3%D9%85%D8%A7%D8%B2%D9%88%D9%86-%D9%88%D9%86%D9%88%D9%86
249,برنامج محاسبة لأمازون ونون,Web Development,تطوير الويب,2025-04-27,450.00 ,7.0,9,أمن وحماية المواقع,Security and protection of sites,https://mostaql.com/project/1077523-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D8%A9-%D9%84%D8%A3%D9%85%D8%A7%D8%B2%D9%88%D9%86-%D9%88%D9%86%D9%88%D9%86
249,برنامج محاسبة لأمازون ونون,Web Development,تطوير الويب,2025-04-27,450.00 ,7.0,9,بايثون,Python,https://mostaql.com/project/1077523-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D8%A9-%D9%84%D8%A3%D9%85%D8%A7%D8%B2%D9%88%D9%86-%D9%88%D9%86%D9%88%D9%86
249,برنامج محاسبة لأمازون ونون,Web Development,تطوير الويب,2025-04-27,450.00 ,7.0,9,PHP,PHP,https://mostaql.com/project/1077523-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D8%A9-%D9%84%D8%A3%D9%85%D8%A7%D8%B2%D9%88%D9%86-%D9%88%D9%86%D9%88%D9%86
249,برنامج محاسبة لأمازون ونون,Web Development,تطوير الويب,2025-04-27,450.00 ,7.0,9,CSS,CSS,https://mostaql.com/project/1077523-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D8%A9-%D9%84%D8%A3%D9%85%D8%A7%D8%B2%D9%88%D9%86-%D9%88%D9%86%D9%88%D9%86
249,برنامج محاسبة لأمازون ونون,Web Development,تطوير الويب,2025-04-27,450.00 ,7.0,9,جافا سكريبت,Java Script,https://mostaql.com/project/1077523-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D8%A9-%D9%84%D8%A3%D9%85%D8%A7%D8%B2%D9%88%D9%86-%D9%88%D9%86%D9%88%D9%86
250,تطوير تطبيق أندرويد للملابس,Mobile Development,تطوير التطبيقات,2025-04-28,230.00 ,5.0,16,برمجة التطبيقات,Application programming,https://mostaql.com/project/1077712-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D9%84%D9%84%D9%85%D9%84%D8%A7%D8%A8%D8%B3
250,تطوير تطبيق أندرويد للملابس,Mobile Development,تطوير التطبيقات,2025-04-28,230.00 ,5.0,16,تصميم تطبيقات,Applications design,https://mostaql.com/project/1077712-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D9%84%D9%84%D9%85%D9%84%D8%A7%D8%A8%D8%B3
250,تطوير تطبيق أندرويد للملابس,Mobile Development,تطوير التطبيقات,2025-04-28,230.00 ,5.0,16,تطوير التطبيقات,Application development,https://mostaql.com/project/1077712-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D9%84%D9%84%D9%85%D9%84%D8%A7%D8%A8%D8%B3
250,تطوير تطبيق أندرويد للملابس,Mobile Development,تطوير التطبيقات,2025-04-28,230.00 ,5.0,16,تصميم تطبيقات الهواتف الذكية,Smart phone applications design,https://mostaql.com/project/1077712-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D9%84%D9%84%D9%85%D9%84%D8%A7%D8%A8%D8%B3
250,تطوير تطبيق أندرويد للملابس,Mobile Development,تطوير التطبيقات,2025-04-28,230.00 ,5.0,16,إنشاء تطبيق,Create an app,https://mostaql.com/project/1077712-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D9%84%D9%84%D9%85%D9%84%D8%A7%D8%A8%D8%B3
250,تطوير تطبيق أندرويد للملابس,Mobile Development,تطوير التطبيقات,2025-04-28,230.00 ,5.0,16,برمجة أندرويد,Android programming,https://mostaql.com/project/1077712-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D9%84%D9%84%D9%85%D9%84%D8%A7%D8%A8%D8%B3
