ID,Category,Category.1,job_type,Posted,Budget,est. budget,hours/week,duration,UpWork
1926,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,0.5,,,,UpWork
1927,Data Science & Analytics,Data Science,Hourly,4/18/2025,,,>30,>6,UpWork
1928,Data Science & Analytics,Web Development,Hourly,4/18/2025,,,<30,<1,UpWork
1929,Data Science & Analytics,Software Engineering,Hourly,4/18/2025,,40,<30,<1,UpWork
1930,Data Science & Analytics,Web Development,Hourly,4/18/2025,,17.5,<30,<1,UpWork
1931,Data Science & Analytics,Web Development,Fixed price,4/18/2025,15,,,,UpWork
1932,Data Science & Analytics,Web Development,Fixed price,4/18/2025,50,,,,UpWork
1933,Data Science & Analytics,Data Science,Fixed price,4/18/2025,185,,,,UpWork
1934,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,31.5,<30,<1,UpWork
1935,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,100,,,,UpWork
1936,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,100,,,,UpWork
1937,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,500,,,,UpWork
1938,Data Science & Analytics,Web Development,Fixed price,4/18/2025,150,,,,UpWork
1939,Data Science & Analytics,Data Science,Fixed price,4/18/2025,10,,,,UpWork
1940,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
1941,Data Science & Analytics,Database Management,Hourly,4/18/2025,,,<30,<1,UpWork
1942,Data Science & Analytics,Software Engineering,Fixed price,4/18/2025,5,,,,UpWork
1943,Data Science & Analytics,Web Development,Fixed price,4/18/2025,600,,,,UpWork
1944,Data Science & Analytics,General IT Support,Fixed price,4/18/2025,250,,,,UpWork
1945,Data Science & Analytics,Digital Marketing / Tech,Hourly,4/18/2025,,4,,2,UpWork
1946,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,15,,,,UpWork
1947,Data Science & Analytics,Mobile Development,Fixed price,4/18/2025,1,,,,UpWork
1948,Data Science & Analytics,Data Science,Hourly,4/18/2025,,15,>30,2,UpWork
1949,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,35,<30,<1,UpWork
1950,Data Science & Analytics,Data Science,Fixed price,4/18/2025,60,,,,UpWork
1951,Data Science & Analytics,General IT Support,Hourly,4/18/2025,,25,<30,<1,UpWork
1952,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,50,,,,UpWork
1953,Data Science & Analytics,General IT Support,Hourly,4/18/2025,,,<30,<1,UpWork
1954,Data Science & Analytics,Mobile Development,Hourly,4/18/2025,,,,2,UpWork
1955,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,50,,,,UpWork
1956,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,500,,,,UpWork
1957,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,25,,,,UpWork
1958,Data Science & Analytics,Data Science,Fixed price,4/18/2025,250.5,,,,UpWork
1959,Data Science & Analytics,General IT Support,Fixed price,4/18/2025,100,,,,UpWork
1960,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,100,,,,UpWork
1961,Data Science & Analytics,Data Science,Hourly,3/25/2025,,100,>30,>6,UpWork
1962,Data Science & Analytics,Data Science,Hourly,4/18/2025,,22.5,<30,<1,UpWork
1963,Data Science & Analytics,Data Science,Hourly,4/18/2025,,,<30,<1,UpWork
1964,Data Science & Analytics,Mobile Development,Hourly,4/18/2025,,,<30,<1,UpWork
1965,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,15,,,,UpWork
1966,Data Science & Analytics,Data Science,Hourly,4/18/2025,,17.5,<30,<1,UpWork
1967,Data Science & Analytics,Data Science,Hourly,4/18/2025,,27.5,<30,<1,UpWork
1968,Data Science & Analytics,Web Development,Hourly,4/18/2025,,25,<30,<1,UpWork
1969,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
1970,Data Science & Analytics,Data Science,Fixed price,4/18/2025,60,,,,UpWork
1971,Data Science & Analytics,Mobile Development,Fixed price,4/18/2025,2.5,,,,UpWork
1972,Data Science & Analytics,Data Science,Fixed price,4/18/2025,50,,,,UpWork
1973,Data Science & Analytics,Data Science,Hourly,4/18/2025,,,<30,<1,UpWork
1974,Data Science & Analytics,Web Development,Fixed price,4/18/2025,50,,,,UpWork
1975,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,25,<30,<1,UpWork
1976,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,29.5,<30,<1,UpWork
1977,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
1978,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,>30,2,UpWork
1979,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,256,,,,UpWork
1980,Data Science & Analytics,Web Development,Hourly,4/18/2025,,,<30,<1,UpWork
1981,Data Science & Analytics,Cyber Security,Fixed price,4/18/2025,600,,,,UpWork
1982,Data Science & Analytics,Data Science,Hourly,4/18/2025,,62.5,,2,UpWork
1983,Data Science & Analytics,Web Development,Hourly,4/18/2025,,13.5,<30,<1,UpWork
1984,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
1985,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,90,<30,<1,UpWork
1986,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,52.5,<30,<1,UpWork
1987,Data Science & Analytics,Data Science,Hourly,4/18/2025,,29.5,<30,<1,UpWork
1988,Data Science & Analytics,Web Development,Hourly,4/18/2025,,32.5,<30,<1,UpWork
1989,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,17.5,>30,>6,UpWork
1990,Data Science & Analytics,Web Development,Hourly,4/18/2025,,16.5,<30,<1,UpWork
1991,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,,<1,UpWork
1992,Data Science & Analytics,Web Development,Hourly,4/18/2025,,12.5,<30,<1,UpWork
1993,Data Science & Analytics,Web Development,Hourly,4/18/2025,,3,<30,<1,UpWork
1994,Data Science & Analytics,Data Science,Hourly,4/18/2025,,42.5,<30,<1,UpWork
1995,Data Science & Analytics,Data Science,Hourly,4/18/2025,,23,<30,<1,UpWork
1996,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,8.5,<30,<1,UpWork
1997,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,>30,>6,UpWork
1998,Data Science & Analytics,Data Science,Fixed price,4/18/2025,100,,,,UpWork
1999,Data Science & Analytics,Web Development,Hourly,4/18/2025,,,<30,<1,UpWork
2000,Data Science & Analytics,Web Development,Hourly,4/18/2025,,,,<1,UpWork
2001,Data Science & Analytics,General IT Support,Hourly,4/18/2025,,15,<30,<1,UpWork
2002,Data Science & Analytics,Web Development,Hourly,4/18/2025,,32.5,,<1,UpWork
2003,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,34,<30,<1,UpWork
2004,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,5,,,,UpWork
2005,Data Science & Analytics,Web Development,Hourly,4/18/2025,,16.5,<30,<1,UpWork
2006,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2007,Data Science & Analytics,Web Development,Hourly,4/18/2025,,37.5,<30,<1,UpWork
2008,Data Science & Analytics,Data Science,Hourly,4/18/2025,,67.5,<30,<1,UpWork
2009,Data Science & Analytics,Data Science,Hourly,4/18/2025,,4.5,>30,>6,UpWork
2010,Data Science & Analytics,Mobile Development,Hourly,4/18/2025,,,<30,<1,UpWork
2011,Data Science & Analytics,Data Science,Hourly,4/18/2025,,32.5,<30,<1,UpWork
2012,Data Science & Analytics,Mobile Development,Hourly,4/18/2025,,20,>30,2,UpWork
2013,Data Science & Analytics,Data Science,Fixed price,4/18/2025,500,,,,UpWork
2014,Data Science & Analytics,Web Development,Fixed price,4/18/2025,100,,,,UpWork
2015,Data Science & Analytics,Web Development,Hourly,4/18/2025,,30,<30,<1,UpWork
2016,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,32.5,>30,>6,UpWork
2017,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,32.5,<30,<1,UpWork
2018,Data Science & Analytics,Web Development,Fixed price,4/18/2025,150,,,,UpWork
2019,Data Science & Analytics,Web Development,Hourly,4/18/2025,,7,,<1,UpWork
2020,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2021,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2022,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,100,,,,UpWork
2023,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,29.5,>30,2,UpWork
2024,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,22.5,<30,<1,UpWork
2025,Data Science & Analytics,Mobile Development,Hourly,4/18/2025,,62.5,<30,<1,UpWork
2026,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,5,,,,UpWork
2027,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,12.5,<30,<1,UpWork
2028,Data Science & Analytics,Data Science,Hourly,4/18/2025,,17,>30,>6,UpWork
2029,Data Science & Analytics,Web Development,Hourly,4/18/2025,,30,,2,UpWork
2030,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,32.5,<30,<1,UpWork
2031,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,17.5,<30,<1,UpWork
2032,Data Science & Analytics,Web Development,Fixed price,4/18/2025,300,,,,UpWork
2033,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,75,,,,UpWork
2034,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,500,,,,UpWork
2035,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,200,,,,UpWork
2036,Data Science & Analytics,DevOps,Hourly,4/18/2025,,32.5,,4.5,UpWork
2037,Data Science & Analytics,Web Development,Fixed price,4/18/2025,30,,,,UpWork
2038,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,40,,,,UpWork
2039,Data Science & Analytics,Web Development,Fixed price,4/18/2025,15,,,,UpWork
2040,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,50,,,,UpWork
2041,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,20,<30,<1,UpWork
2042,Data Science & Analytics,Data Science,Fixed price,4/18/2025,180,,,,UpWork
2043,Data Science & Analytics,Web Development,Hourly,4/18/2025,,32.5,<30,<1,UpWork
2044,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,450,,,,UpWork
2045,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2046,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,60,,,,UpWork
2047,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2048,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2049,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,0.5,,,,UpWork
2050,Data Science & Analytics,Web Development,Hourly,4/18/2025,,55,<30,<1,UpWork
2051,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,80,,,,UpWork
2052,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2053,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2054,Data Science & Analytics,Data Science,Hourly,4/18/2025,,13.5,<30,<1,UpWork
2055,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,150,,,,UpWork
2056,Data Science & Analytics,Web Development,Hourly,4/18/2025,,257.5,<30,<1,UpWork
2057,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,29.5,,2,UpWork
2058,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,11,<30,<1,UpWork
2059,Data Science & Analytics,Web Development,Fixed price,4/18/2025,10,,,,UpWork
2060,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2061,Data Science & Analytics,Data Science,Fixed price,4/18/2025,500,,,,UpWork
2062,Data Science & Analytics,General IT Support,Hourly,4/18/2025,,17.5,>30,>6,UpWork
2063,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,30,,,,UpWork
2064,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,30,,,,UpWork
2065,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,25,>30,2,UpWork
2066,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,23.5,<30,<1,UpWork
2067,Data Science & Analytics,Data Science,Hourly,4/18/2025,,,<30,<1,UpWork
2068,Data Science & Analytics,Web Development,Fixed price,4/18/2025,52,,,,UpWork
2069,Data Science & Analytics,Web Development,Fixed price,4/18/2025,52,,,,UpWork
2070,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,500,,,,UpWork
2071,Data Science & Analytics,Web Development,Fixed price,4/18/2025,20,,,,UpWork
2072,Data Science & Analytics,Software Engineering,Fixed price,4/18/2025,10,,,,UpWork
2073,Data Science & Analytics,Data Science,Hourly,4/18/2025,,55,>30,4.5,UpWork
2074,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,12.5,>30,>6,UpWork
2075,Data Science & Analytics,Software Engineering,Hourly,4/18/2025,,22.5,<30,<1,UpWork
2076,Data Science & Analytics,General IT Support,Hourly,4/18/2025,,,<30,<1,UpWork
2077,Data Science & Analytics,Software Engineering,Hourly,4/18/2025,,,<30,<1,UpWork
2078,Data Science & Analytics,Cyber Security,Hourly,4/18/2025,,,>30,>6,UpWork
2079,Data Science & Analytics,Web Development,Hourly,4/18/2025,,,<30,<1,UpWork
2080,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2081,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,65,<30,<1,UpWork
2082,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,25,,,,UpWork
2083,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,30,<30,<1,UpWork
2084,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,100,,,,UpWork
2085,Data Science & Analytics,Office Automation / Excel Tools,Hourly,4/18/2025,,75,<30,<1,UpWork
2086,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,20,,,,UpWork
2087,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,32.5,<30,<1,UpWork
2088,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,50,,,,UpWork
2089,Data Science & Analytics,Data Science,Hourly,4/18/2025,,38.5,<30,<1,UpWork
2090,Data Science & Analytics,Web Development,Fixed price,4/18/2025,30,,,,UpWork
2091,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,29.5,>30,2,UpWork
2092,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,30,,,,UpWork
2093,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,22.5,>30,2,UpWork
2094,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,29.5,<30,<1,UpWork
2095,Data Science & Analytics,Mobile Development,Hourly,4/18/2025,,45,<30,<1,UpWork
2096,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,25,<30,<1,UpWork
2097,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2098,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,29.5,<30,<1,UpWork
2099,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,400,,,,UpWork
2100,Data Science & Analytics,Data Science,Hourly,4/18/2025,,17.5,<30,<1,UpWork
2101,Data Science & Analytics,Data Science,Fixed price,4/18/2025,600,,,,UpWork
2102,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,100,<30,<1,UpWork
2103,Data Science & Analytics,Data Science,Hourly,4/18/2025,,,<30,<1,UpWork
2104,Data Science & Analytics,DevOps,Hourly,4/18/2025,,26.5,>30,2,UpWork
2105,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,>30,>6,UpWork
2106,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,29.5,<30,<1,UpWork
2107,Data Science & Analytics,Web Development,Hourly,4/18/2025,,16.5,<30,<1,UpWork
2108,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2109,Data Science & Analytics,Web Development,Hourly,4/18/2025,,50,<30,<1,UpWork
2110,Data Science & Analytics,Web Development,Hourly,4/18/2025,,,>30,<1,UpWork
2111,Data Science & Analytics,Data Science,Hourly,4/18/2025,,,>30,>6,UpWork
2112,Data Science & Analytics,Data Science,Hourly,4/18/2025,,100,<30,<1,UpWork
2113,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,29.5,<30,<1,UpWork
2114,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,35,<30,<1,UpWork
2115,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2116,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,50,,,,UpWork
2117,Data Science & Analytics,Web Development,Hourly,4/18/2025,,29.5,<30,<1,UpWork
2118,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,13.5,>30,>6,UpWork
2119,Data Science & Analytics,Data Science,Hourly,4/18/2025,,,>30,2,UpWork
2120,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,261,,,,UpWork
2121,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,44.5,<30,<1,UpWork
2122,Data Science & Analytics,Data Science,Hourly,4/18/2025,,,<30,<1,UpWork
2123,Data Science & Analytics,Web Development,Fixed price,4/18/2025,50,,,,UpWork
2124,Data Science & Analytics,Web Development,Fixed price,4/18/2025,500,,,,UpWork
2125,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,,2,UpWork
2126,Data Science & Analytics,Data Science,Hourly,4/18/2025,,32.5,<30,<1,UpWork
2127,Data Science & Analytics,Data Science,Hourly,4/18/2025,,17.5,<30,<1,UpWork
2128,Data Science & Analytics,Data Science,Hourly,4/18/2025,,65,<30,<1,UpWork
2129,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2130,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2131,Data Science & Analytics,Data Science,Hourly,4/18/2025,,27.5,<30,<1,UpWork
2132,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,35,<30,<1,UpWork
2133,Data Science & Analytics,Web Development,Fixed price,4/18/2025,20,,,,UpWork
2134,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,300,,,,UpWork
2135,Data Science & Analytics,AI & ML,Hourly,4/11/2025,,,<30,<1,UpWork
2136,Data Science & Analytics,Mobile Development,Fixed price,4/18/2025,100,,,,UpWork
2137,Data Science & Analytics,Web Development,Hourly,4/18/2025,,50,>30,>6,UpWork
2138,Data Science & Analytics,Data Science,Hourly,4/18/2025,,27.5,<30,<1,UpWork
2139,Data Science & Analytics,Web Development,Hourly,4/18/2025,,50,>30,>6,UpWork
2140,Data Science & Analytics,Data Science,Fixed price,4/18/2025,110,,,,UpWork
2141,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,28.5,>30,4.5,UpWork
2142,Data Science & Analytics,Data Science,Hourly,4/18/2025,,40,<30,<1,UpWork
2143,Data Science & Analytics,Data Science,Hourly,4/18/2025,,25,>30,2,UpWork
2144,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2145,Data Science & Analytics,General IT Support,Hourly,4/18/2025,,15,>30,>6,UpWork
2146,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2147,Data Science & Analytics,Data Science,Hourly,4/18/2025,,13.5,<30,<1,UpWork
2148,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,>30,2,UpWork
2149,Data Science & Analytics,Data Science,Fixed price,4/18/2025,300,,,,UpWork
2150,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,10,,,,UpWork
2151,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,300,,,,UpWork
2152,Data Science & Analytics,Cloud Computing,Hourly,4/18/2025,,34.5,,2,UpWork
2153,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,300,,,,UpWork
2154,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,10,,,,UpWork
2155,Data Science & Analytics,Data Science,Hourly,4/18/2025,,22.5,<30,<1,UpWork
2156,Data Science & Analytics,Web Development,Hourly,4/18/2025,,20,>30,2,UpWork
2157,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,29.5,<30,<1,UpWork
2158,Data Science & Analytics,Data Science,Hourly,4/18/2025,,29.5,<30,<1,UpWork
2159,Data Science & Analytics,Data Science,Hourly,4/18/2025,,,<30,<1,UpWork
2160,Data Science & Analytics,Web Development,Fixed price,4/18/2025,100,,,,UpWork
2161,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,55,<30,<1,UpWork
2162,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,22.5,<30,<1,UpWork
2163,Data Science & Analytics,Data Science,Hourly,4/18/2025,,29.5,<30,<1,UpWork
2164,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,500,,,,UpWork
2165,Data Science & Analytics,Data Science,Hourly,4/18/2025,,20,,>6,UpWork
2166,Data Science & Analytics,Mobile Development,Hourly,4/18/2025,,,<30,<1,UpWork
2167,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,17.5,>30,2,UpWork
2168,Data Science & Analytics,Data Science,Hourly,4/18/2025,,20,<30,<1,UpWork
2169,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,10,,,,UpWork
2170,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2171,Data Science & Analytics,General IT Support,Hourly,4/18/2025,,,<30,<1,UpWork
2172,Data Science & Analytics,Data Science,Hourly,4/18/2025,,,<30,<1,UpWork
2173,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,50,,,,UpWork
2174,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,20,>30,>6,UpWork
2175,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,32.5,<30,<1,UpWork
2176,Data Science & Analytics,Software Engineering,Fixed price,4/18/2025,500,,,,UpWork
2177,Data Science & Analytics,Data Science,Hourly,4/18/2025,,42.5,<30,<1,UpWork
2178,Data Science & Analytics,Web Development,Hourly,4/18/2025,,9,,2,UpWork
2179,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,100,,,,UpWork
2180,Data Science & Analytics,Web Development,Hourly,4/18/2025,,45,,<1,UpWork
2181,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2182,Data Science & Analytics,Web Development,Fixed price,4/18/2025,20,,,,UpWork
2183,Data Science & Analytics,General IT Support,Hourly,4/18/2025,,,<30,<1,UpWork
2184,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,57.5,>30,>6,UpWork
2185,Data Science & Analytics,DevOps,Fixed price,4/18/2025,80,,,,UpWork
2186,Data Science & Analytics,Mobile Development,Hourly,4/18/2025,,,<30,<1,UpWork
2187,Data Science & Analytics,Web Development,Fixed price,4/18/2025,30,,,,UpWork
2188,Data Science & Analytics,Data Science,Hourly,4/18/2025,,32.5,,2,UpWork
2189,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,20,<30,<1,UpWork
2190,Data Science & Analytics,Web Development,Hourly,4/18/2025,,3.5,<30,<1,UpWork
2191,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,100,,,,UpWork
2192,Data Science & Analytics,Web Development,Fixed price,4/18/2025,500,,,,UpWork
2193,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,62,<30,<1,UpWork
2194,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,105,<30,<1,UpWork
2195,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,60,,,,UpWork
2196,Data Science & Analytics,Web Development,Fixed price,4/18/2025,50,,,,UpWork
2197,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2198,Data Science & Analytics,Web Development,Hourly,4/11/2025,,48,>30,>6,UpWork
2199,Data Science & Analytics,Cyber Security,Fixed price,4/18/2025,50,,,,UpWork
2200,Data Science & Analytics,Cyber Security,Hourly,4/18/2025,,11,>30,>6,UpWork
2201,Data Science & Analytics,Web Development,Hourly,4/18/2025,,,<30,<1,UpWork
2202,Data Science & Analytics,Web Development,Hourly,4/18/2025,,25,>30,2,UpWork
2203,Data Science & Analytics,Web Development,Hourly,4/18/2025,,,<30,<1,UpWork
2204,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2205,Data Science & Analytics,Cyber Security,Hourly,4/18/2025,,,<30,<1,UpWork
2206,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,25,,,,UpWork
2207,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2208,Data Science & Analytics,AI & ML,Hourly,3/25/2025,,,,2,UpWork
2209,Data Science & Analytics,Cyber Security,Hourly,4/18/2025,,82.5,>30,2,UpWork
2210,Data Science & Analytics,Web Development,Hourly,4/18/2025,,90,<30,<1,UpWork
2211,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,12,>30,2,UpWork
2212,Data Science & Analytics,Web Development,Fixed price,4/18/2025,100,,,,UpWork
2213,Data Science & Analytics,Web Development,Hourly,4/18/2025,,32.5,<30,<1,UpWork
2214,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,150,,,,UpWork
2215,Data Science & Analytics,Data Science,Hourly,4/18/2025,,45,>30,>6,UpWork
2216,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,15,,,,UpWork
2217,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2218,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,30,,,,UpWork
2219,Data Science & Analytics,Software Engineering,Fixed price,4/18/2025,80,,,,UpWork
2220,Data Science & Analytics,Web Development,Hourly,4/18/2025,,38.5,<30,<1,UpWork
2221,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,20,,,,UpWork
2222,Data Science & Analytics,Mobile Development,Fixed price,4/18/2025,25,,,,UpWork
2223,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,10,,,,UpWork
2224,Data Science & Analytics,Mobile Development,Fixed price,4/18/2025,251,,,,UpWork
2225,Data Science & Analytics,Web Development,Fixed price,4/18/2025,42,,,,UpWork
2226,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2227,Data Science & Analytics,Data Science,Fixed price,4/18/2025,350,,,,UpWork
2228,Data Science & Analytics,Data Science,Fixed price,4/18/2025,220,,,,UpWork
2229,Data Science & Analytics,Web Development,Fixed price,4/18/2025,10,,,,UpWork
2230,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,50,,,,UpWork
2231,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,29.5,<30,<1,UpWork
2232,Data Science & Analytics,Web Development,Fixed price,4/18/2025,500,,,,UpWork
2233,Data Science & Analytics,Web Development,Hourly,4/18/2025,,8.5,<30,<1,UpWork
2234,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2235,Data Science & Analytics,General IT Support,Hourly,4/18/2025,,,<30,<1,UpWork
2236,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,100,,,,UpWork
2237,Data Science & Analytics,AI & ML,Hourly,4/18/2025,,,<30,<1,UpWork
2238,Data Science & Analytics,General IT Support,Fixed price,4/18/2025,300,,,,UpWork
2239,Data Science & Analytics,AI & ML,Fixed price,4/18/2025,50,,,,UpWork
2240,Data Science & Analytics,AI & ML,Fixed price,4/11/2025,50,,,,UpWork
2241,Data Science & Analytics,Data Science,Fixed price,4/11/2025,200,,,,UpWork
2242,Data Science & Analytics,AI & ML,Hourly,4/11/2025,,,<30,<1,UpWork
2243,Data Science & Analytics,AI & ML,Fixed price,4/11/2025,200,,,,UpWork
2244,Data Science & Analytics,AI & ML,Hourly,4/11/2025,,45,<30,<1,UpWork
